researcher_name,researcher_profile_url,title,journal_name,year,doi,issn,article_url,abdc_self_reported,coauthors,author_count,author_count_confidence,publication_type,scimago_sjr,scimago_quartile,source,citation_percentile,raw
Lijuan Zhang,https://rsa.anu.edu.au/people/lijuan-zhang,Manager equity based compensation and cash flow forecasts,"Accounting and Finance, forthcoming (ABDC: A)",2022,,,,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,"Wang, w.,  and L. Zhang, 2022 “Manager equity based compensation and cash flow forecasts” Accounting and Finance,  forthcoming  (ABDC: A)"
Lijuan Zhang,https://rsa.anu.edu.au/people/lijuan-zhang,"Aggregate accounting earnings, special items and growth in Gross Domestic Product: Evidence from Australia",Accounting and Finance 62: 2467-2496. (ABDC: A),2022,,,,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,"Zhang, L.,  and N. Fargher. 2022  “Aggregate accounting earnings, special items and growth in Gross Domestic Product: Evidence from Australia” Accounting and Finance 62: 2467-2496. (ABDC: A)"
Lijuan Zhang,https://rsa.anu.edu.au/people/lijuan-zhang,In Name only: Information Spillovers among Chinese Firms with Similar Stock Names during Earnings Announcements,"Journal of Corporate Finance 69, 2021 (ABDC: A*)",2021,,,,none,"Qiu, J., H. Wu, and L. Zhang",3,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Qiu, J., H. Wu, and L. Zhang.  2021.  In Name only: Information Spillovers among Chinese Firms with Similar Stock Names during Earnings Announcements. Journal of Corporate Finance 69, 2021 (ABDC: A*)"
Lijuan Zhang,https://rsa.anu.edu.au/people/lijuan-zhang,"Accruals Quality, Stock Return Seasonality and the Cost of Equity Capital: International Evidence","Contemporary Accounting Research 35: 1067-1101 (ABDC: A*, FT50)",2018,,,,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,"Zhang, L. and M. Wilson, 2018, 'Accruals Quality, Stock Return Seasonality and the Cost of Equity Capital: International Evidence', Contemporary Accounting Research 35: 1067-1101  (ABDC: A*, FT50)"
Lijuan Zhang,https://rsa.anu.edu.au/people/lijuan-zhang,Does the accruals quality premium arise from information risk?,Accounting and Finance 59:599-632 (ABDC: A),2018,,,,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,"Zhang, L. and M. Wilson, 2018, 'Does the accruals quality premium arise from information risk?', Accounting and Finance 59:599-632 (ABDC: A)"
Xiu-Ye Zhang,https://rsa.anu.edu.au/people/xiu-ye-zhang,"The Impact of Environmental, Social and Governance Disclosure on Firm Value: The Role of CEO Power",The British Accounting Review,2018,,,,A*,"Li, Y., Gong, M. and Koh, L",3,ok,journal_article,1.705,Q1,ANU RSA/RSFAS profile page,,"The Impact of Environmental, Social and Governance Disclosure on Firm Value: The Role of CEO Power. The British Accounting Review. (2018) (with Li, Y., Gong, M. and Koh, L.)  (ABDC A*)"
Xiu-Ye Zhang,https://rsa.anu.edu.au/people/xiu-ye-zhang,The impact of board gender composition on corporate debt maturity structures,European Financial Management,2018,,,,A,"Li, Y",1,ok,journal_article,1.188,Q1,ANU RSA/RSFAS profile page,,"The impact of board gender composition on corporate debt maturity structures. European Financial Management. (2018) (with Li, Y.) (ABDC A)"
Xiu-Ye Zhang,https://rsa.anu.edu.au/people/xiu-ye-zhang,Noncompliance with Non-Accounting Securities Regulations and GAAP Violations,Journal of Business Finance and Accounting,2019,,,,A*,"Choi, S. and Young, S",2,ok,journal_article,1.202,Q1,ANU RSA/RSFAS profile page,,"Noncompliance with Non-Accounting Securities Regulations and GAAP Violations. Journal of Business Finance and Accounting. (2019) (with Choi, S. and Young, S.) (ABDC A*)"
Xiu-Ye Zhang,https://rsa.anu.edu.au/people/xiu-ye-zhang,The geography of corporate tax avoidance,"EJournal of Tax Research, 20",2023,,,https://www.proquest.com/scholarly-journals/geography-corporate-tax-avoidance/docview/2812108145/se-2,A,"Ping, Y. H. and Wu, H",2,ok,journal_article,,,ANU RSA/RSFAS profile page,,"The geography of corporate tax avoidance. EJournal of Tax Research, 20 (2), 102-167, 2023 https://www.proquest.com/scholarly-journals/geography-corporate-tax-avoidance/docview/2812108145/se-2 (with Ping, Y. H. and Wu, H.) (ABDC A)"
Xiu-Ye Zhang,https://rsa.anu.edu.au/people/xiu-ye-zhang,Does the age of compensation committee members matter for CEO compensation?,Corporate Governance: An International Review,2023,10.1111/corg.12560,0964-8410,https://doi.org/10.1111/corg.12560,A,"Li, Y., Clements, and M., Padgett, C",3,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Does the age of compensation committee members matter for CEO compensation? Corporate Governance: An International Review , 1–25, 2023. https://doi.org/10.1111/corg.12560 (with Li, Y., Clements, and M., Padgett, C.) (ABDC A)"
Richard (Ruichao) Zhu,https://rsa.anu.edu.au/people/richard-ruichao-zhu,How Does Product Market Competition Affect Disclosure of Management Forecasts: Evidence from China Imports,Journal of Accounting and Economics,2026,,,,none,Zhihong Chen and Charles Hsu,2,ok,journal_article,8.748,Q1,ANU RSA/RSFAS profile page,,"How Does Product Market Competition Affect Disclosure of Management Forecasts: Evidence from China Imports, with Zhihong Chen and Charles Hsu. Journal of Accounting and Economics , 2026."
Richard (Ruichao) Zhu,https://rsa.anu.edu.au/people/richard-ruichao-zhu,How Does Audit Quality Affect Firm Innovation? Evidence from China,Journal of Business Finance & Accounting,2025,,,,none,"Charles Hsu, Chaopeng Wu and Zehao Yan",3,ok,journal_article,1.202,Q1,ANU RSA/RSFAS profile page,,"How Does Audit Quality Affect Firm Innovation? Evidence from China, with Charles Hsu, Chaopeng Wu and Zehao Yan. Journal of Business Finance & Accounting , 2025."
Richard (Ruichao) Zhu,https://rsa.anu.edu.au/people/richard-ruichao-zhu,"Does Media Coverage Help Firms ""Lobby"" for Government Subsidies? Evidence from China",Asia Pacific Journal of Management,2021,,,,none,Jin-hui Luo and Zeyue Huang,2,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Does Media Coverage Help Firms ""Lobby"" for Government Subsidies? Evidence from China, with Jin-hui Luo and Zeyue Huang. Asia Pacific Journal of Management , 2021."
Richard (Ruichao) Zhu,https://rsa.anu.edu.au/people/richard-ruichao-zhu,When Are Pay Gaps Good or Bad for Firm Performance? Evidence from China,Management and Organization Review,2020,,,,none,Jin-hui Luo and Yuangao Xiang,2,ok,journal_article,,,ANU RSA/RSFAS profile page,,"When Are Pay Gaps Good or Bad for Firm Performance? Evidence from China, with Jin-hui Luo and Yuangao Xiang. Management and Organization Review , 2020."
Richard (Ruichao) Zhu,https://rsa.anu.edu.au/people/richard-ruichao-zhu,Military Top Executives and Corporate Philanthropy: Evidence from China,Asia Pacific Journal of Management,2017,,,,none,Jin-hui Luo and Yuangao Xiang,2,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Military Top Executives and Corporate Philanthropy: Evidence from China, with Jin-hui Luo and Yuangao Xiang. Asia Pacific Journal of Management , 2017."
Antje Berndt,https://rsfas.anu.edu.au/people/antje-berndt,The Decline of Too Big To Fail with D. Duffie and Y. Zhu,American Economic Review,,10.1257/aer.20220846,0002-8282,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3497897,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,"The Decline of Too Big To Fail with D. Duffie and Y. Zhu. Forthcoming, American Economic Review. [ link ] [Mentions: FSB report ""Evaluation of the Effects of Too-Big-To-Fail Reforms ""]"
Antje Berndt,https://rsfas.anu.edu.au/people/antje-berndt,Across-the-Curve Credit Spread Indices,"Financial Markets, Institutions & Instruments",2023,10.1111/fmii.12172,0963-8008,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3662770,none,D. Duffie and Y. Zhu,2,ok,journal_article,1.69,Q1,ANU RSA/RSFAS profile page,,"Across-the-Curve Credit Spread Indices with D. Duffie and Y. Zhu, Financial Markets, Institutions & Instruments, 2023. DOI: https://doi.org/10.1111/fmii.12172"
Antje Berndt,https://rsfas.anu.edu.au/people/antje-berndt,What Broker Charges Reveal about Subprime Mortgage Credit Risk,Journal of Real Estate Finance and Economics,2020,10.1007/s11146-020-09774-5,0895-5638,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1573312,none,B. Hollifield and P. Sandas,2,ok,journal_article,0.882,Q2,ANU RSA/RSFAS profile page,,"What Broker Charges Reveal about Subprime Mortgage Credit Risk with B. Hollifield and P. Sandas, Journal of Real Estate Finance and Economics, 2020. DOI: https://link.springer.com/article/10.1007/s11146-020-09774-5"
Antje Berndt,https://rsfas.anu.edu.au/people/antje-berndt,Corporate Credit Risk Premia ( internet appendix ),Review of Finance,2018,,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3077352,none,"Rohan Douglas, Darrell Duffie and Mark Ferguson",3,ok,journal_article,9.87,Q1,ANU RSA/RSFAS profile page,,"Corporate Credit Risk Premia ( internet appendix ) with Rohan Douglas, Darrell Duffie and Mark Ferguson. Review of Finance 22: 419-454, 2018. (Lead article, Managing Editor's Blog , Runner up 2018 Spängler IQAM award for the best investments paper)"
Antje Berndt,https://rsfas.anu.edu.au/people/antje-berndt,How Subprime Borrowers and Mortgage Brokers Shared the Pie,Real Estate Economics,2016,,,http://papers.ssrn.com/sol3/papers.cfm?abstract_id=2339996,none,B. Hollifield and P. Sandas,2,ok,journal_article,1.474,Q1,ANU RSA/RSFAS profile page,,"How Subprime Borrowers and Mortgage Brokers Shared the Pie with B. Hollifield and P. Sandas, Real Estate Economics 44: 87-154, 2016 (Best Paper Award, 2013 Auckland Finance Meeting)"
Antje Berndt,https://rsfas.anu.edu.au/people/antje-berndt,A Credit Spread Puzzle for Reduced-Form Models ( internet appendix ),Review of Asset Pricing Studies,2015,,,http://papers.ssrn.com/sol3/papers.cfm?abstract_id=2413011,none,,1,low - no coauthor text found,journal_article,2.921,Q1,ANU RSA/RSFAS profile page,,"A Credit Spread Puzzle for Reduced-Form Models ( internet appendix ), Review of Asset Pricing Studies 5:48-91, 2015"
Antje Berndt,https://rsfas.anu.edu.au/people/antje-berndt,"Monetary Policy, Bond Returns and Debt Dynamics ( internet appendix )",Journal of Monetary Economics,2015,,,http://papers.ssrn.com/sol3/papers.cfm?abstract_id=2559343,none,Sevin Yeltekin,1,ok,journal_article,6.262,Q1,ANU RSA/RSFAS profile page,,"Monetary Policy, Bond Returns and Debt Dynamics ( internet appendix ) with Sevin Yeltekin, Journal of Monetary Economics 73: 119-136, 2015"
Antje Berndt,https://rsfas.anu.edu.au/people/antje-berndt,Do Equity Markets Favor Credit Market News Over Options Market News?,Quarterly Journal of Finance,2014,,,http://papers.ssrn.com/sol3/papers.cfm?abstract_id=972806,none,A. Ostrovnaya,1,ok,journal_article,0.484,Q2,ANU RSA/RSFAS profile page,,"Do Equity Markets Favor Credit Market News Over Options Market News? with A. Ostrovnaya, Quarterly Journal of Finance 4: 1450006 (51 pages), 2014"
Antje Berndt,https://rsfas.anu.edu.au/people/antje-berndt,How Does the U.S. Government Finance Fiscal Shocks?,American Economic Journal: Macroeconomics,2012,,,http://papers.ssrn.com/sol3/papers.cfm?abstract_id=1354699,none,H. Lustig and S. Yeltekin,2,ok,journal_article,,,ANU RSA/RSFAS profile page,,"How Does the U.S. Government Finance Fiscal Shocks? with H. Lustig and S. Yeltekin, American Economic Journal: Macroeconomics 4:69-104, 2012 (Second place in 2010 Weil Prize, Carnegie Mellon University)"
Antje Berndt,https://rsfas.anu.edu.au/people/antje-berndt,On Correlation and Default Clustering in Credit Markets,Review of Financial Studies,2010,,,http://papers.ssrn.com/sol3/papers.cfm?abstract_id=1361328,none,Peter Ritchken and Zhiqiang Sun,2,ok,journal_article,17.406,Q1,ANU RSA/RSFAS profile page,,"On Correlation and Default Clustering in Credit Markets with Peter Ritchken and Zhiqiang Sun, Review of Financial Studies 23: 2680-2729, 2010"
Antje Berndt,https://rsfas.anu.edu.au/people/antje-berndt,Decomposing European CDS Returns,Review of Finance,2010,,,http://rof.oxfordjournals.org/content/14/2/189.full.pdf+html,none,Iulian Obreja,1,ok,journal_article,9.87,Q1,ANU RSA/RSFAS profile page,,"Decomposing European CDS Returns with Iulian Obreja, Review of Finance 14: 189-233, 2010"
Antje Berndt,https://rsfas.anu.edu.au/people/antje-berndt,Moral Hazard and Adverse Selection in the Originate-to-Distribute Model of Bank Credit,Journal of Monetary Economics,2009,,,http://papers.ssrn.com/sol3/papers.cfm?abstract_id=1290312,none,Anurag Gupta,1,ok,journal_article,6.262,Q1,ANU RSA/RSFAS profile page,,"Moral Hazard and Adverse Selection in the Originate-to-Distribute Model of Bank Credit with Anurag Gupta, Journal of Monetary Economics 56: 725-743, 2009"
Antje Berndt,https://rsfas.anu.edu.au/people/antje-berndt,Restructuring Risk in Credit Default Swaps: An Empirical Analysis,Stochastic Processes and their Applications,2007,,,http://papers.ssrn.com/sol3/papers.cfm?abstract_id=891397,none,Robert Jarrow and ChoongOh Kang,2,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Restructuring Risk in Credit Default Swaps: An Empirical Analysis with Robert Jarrow and ChoongOh Kang, Stochastic Processes and their Applications 117: 1724-1749, 2007"
Antje Berndt,https://rsfas.anu.edu.au/people/antje-berndt,The Pitfalls of Originate-to-Distribute in Bank Lending,"Lessons from the Financial Crisis: Causes, Consequences, and Our Economic Future",2010,,,,none,Anurag Gupta,1,ok,journal_article,,,ANU RSA/RSFAS profile page,,"The Pitfalls of Originate-to-Distribute in Bank Lending with Anurag Gupta, Lessons from the Financial Crisis: Causes, Consequences, and Our Economic Future edited by R. Kolb, John Wiley & Sons, 2010"
Jenni Bettman,https://rsfas.anu.edu.au/people/jenni-bettman,Australian Evidence Regarding the Value-Relevance of Technical Information,Australian Journal of Management,2007,,,https://researchers.anu.edu.au/publications/48088,none,"Bettman, J",1,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Bettman, J 2007, “Australian Evidence Regarding the Value-Relevance of Technical Information”, Australian Journal of Management, vol. 32, no. 1, pp. 57-71."
Jenni Bettman,https://rsfas.anu.edu.au/people/jenni-bettman,Fundamental and Technical Analysis: Substitutes or Complements?,Accounting and Finance,2009,,,,none,"Bettman, J., Sault, S., and Schultz, E",3,ok,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Bettman, J., Sault, S., and Schultz, E., 2009, “Fundamental and Technical Analysis: Substitutes or Complements?”, Accounting and Finance, Vol 49, No 1, pp. 21 - 36."
Jenni Bettman,https://rsfas.anu.edu.au/people/jenni-bettman,Momentum Profits in the Australian Equity Market: A Matched Firm Approach,Pacific-Basin Finance Journal,2009,,,,none,"Bettman, J., Maher, T., and Sault, S",3,ok,journal_article,1.322,Q1,ANU RSA/RSFAS profile page,,"Bettman, J., Maher, T., and Sault, S., 2009, “Momentum Profits in the Australian Equity Market: A Matched Firm Approach”, Pacific-Basin Finance Journal, Vol 17, Issue 5, pp. 565 - 579."
Jenni Bettman,https://rsfas.anu.edu.au/people/jenni-bettman,The Impact of Liquidity and Transaction Costs on the 52-Week High Momentum Strategy in Australia,Australian Journal of Management,2010,,,,none,"Bettman, J., Sault, S., and Von Reibnitz, A",3,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Bettman, J., Sault, S., and Von Reibnitz, A., 2010, “The Impact of Liquidity and Transaction Costs on the 52-Week High Momentum Strategy in Australia”, Australian Journal of Management, Vol. 35, No 3, pp. 227 – 244."
Jenni Bettman,https://rsfas.anu.edu.au/people/jenni-bettman,The Economic Significance of Trading Based on the Size Effect in Australia,Australian Journal of Management,2011,,,,none,"Bettman, J., Ng, W., and Sault, S",3,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Bettman, J., Ng, W., and Sault, S., 2011, “The Economic Significance of Trading Based on the Size Effect in Australia”, Australian Journal of Management, Vol. 36, No 1, pp. 59 – 74."
Jenni Bettman,https://rsfas.anu.edu.au/people/jenni-bettman,Exploring the Asset Growth Effect in the Australian Equity Market,Australian Journal of Management,2011,,,,none,"Bettman, J., Kosev, M., and Sault, S",3,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Bettman, J., Kosev, M., and Sault, S., 2011, “Exploring the Asset Growth Effect in the Australian Equity Market,” Australian Journal of Management, Vol. 36, No. 2, pp. 200 – 216."
Hua Deng,https://rsfas.anu.edu.au/people/hua-deng,The underpricing and long-term performance of Chinese IPOs listed on the Hong Kong Exchange,Journal of Asian Business and Economic Studies,2024,,,,none,W. Liu,1,ok,journal_article,,,ANU RSA/RSFAS profile page,,"""The underpricing and long-term performance of Chinese IPOs listed on the Hong Kong Exchange"", with W. Liu, 2024, Journal of Asian Business and Economic Studies 31 (4), p322-333."
Hua Deng,https://rsfas.anu.edu.au/people/hua-deng,Creating value by changing the old guard: The impact of controlling shareholder heterogeneity on firm performance and corporate policies,Journal of Financial and Quantitative Analysis,2013,,,,none,"F. Moshirian, P. Pham and J. Zein",3,ok,journal_article,4.404,Q1,ANU RSA/RSFAS profile page,,"“Creating value by changing the old guard: The impact of controlling shareholder heterogeneity on firm performance and corporate policies”, with F. Moshirian, P. Pham and J. Zein, 2013, Journal of Financial and Quantitative Analysis 48, p1781-1811."
Hua Deng,https://rsfas.anu.edu.au/people/hua-deng,The information environment and the borrowing costs in the international bond market,Moshirian,2018,,,,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,"“The information environment and the borrowing costs in the international bond market”, working paper with F. Moshirian, Y. Qi and B. Zhang, 2018."
Hua Deng,https://rsfas.anu.edu.au/people/hua-deng,Competition and the inflation of credit rating. Evidence from Moody’s public listing,Moshirian,2020,,,,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,"“Competition and the inflation of credit rating. Evidence from Moody’s public listing”, working paper with F. Moshirian, Y. Qi and B. Zhang, 2020."
Jo Drienko,https://rsfas.anu.edu.au/people/jo-drienko,A skew is a skill: Portfolio skewness of mutual fund holdings,Journal of Empirical Finance,2026,,,https://www.sciencedirect.com/science/article/pii/S0927539826000022,none,"Drienko, J., Gao, C., Liu, Y",3,ok,journal_article,1.139,Q1,ANU RSA/RSFAS profile page,,"Drienko, J., Gao, C., Liu, Y., 2026. A skew is a skill: Portfolio skewness of mutual fund holdings. Journal of Empirical Finance 85, 101687."
Jo Drienko,https://rsfas.anu.edu.au/people/jo-drienko,Excess return profiles for stocks purchased by active equity managers,Financial Analysts Journal,2025,10.1080/0015198X.2025.2485862,0015-198X,https://www.tandfonline.com/doi/full/10.1080/0015198X.2025.2485862?src=#d1e144,none,"Drienko, J., Grundy, B., von Reibnitz, A., Warren, G",4,ok,journal_article,1.425,Q1,ANU RSA/RSFAS profile page,,"Drienko, J., Grundy, B., von Reibnitz, A., Warren, G., 2025. Excess return profiles for stocks purchased by active equity managers. Financial Analysts Journal 81(3), 150-175."
Jo Drienko,https://rsfas.anu.edu.au/people/jo-drienko,"A portfolio-level, sum-of-the-parts approach to return predictability",Journal of Empirical Finance,2024,,,https://www.sciencedirect.com/science/article/abs/pii/S0927539824000604?CMX_ID=&SIS_ID=&dgcid=STMJ_219742_AUTH_SERV_PA&utm_acid=84391522&utm_campaign=STMJ_219742_AUTH_SERV_PA&utm_in=DM495864&utm_medium=email&utm_source=AC_,none,"Drienko, J., Katselas, D., Xu, H",3,ok,journal_article,1.139,Q1,ANU RSA/RSFAS profile page,,"Drienko, J., Katselas, D., Xu, H., 2024. A portfolio-level, sum-of-the-parts approach to return predictability. Journal of Empirical Finance 78, 101525."
Jo Drienko,https://rsfas.anu.edu.au/people/jo-drienko,Do rights matter? An intraday analysis of rights issues in Australia,Accounting and Finance,2024,10.1111/acfi.13180,0810-5391,https://onlinelibrary.wiley.com/doi/full/10.1111/acfi.13180,none,"Drienko, J., Sault, S.J., Wong, W.H",3,ok,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Drienko, J., Sault, S.J., Wong, W.H., 2024. Do rights matter? An intraday analysis of rights issues in Australia. Accounting and Finance 64(2), 1311-1333."
Jo Drienko,https://rsfas.anu.edu.au/people/jo-drienko,Dividend hibernation and future earnings: When no dividend news is good news,Journal of Corporate Finance,2023,,,https://www.sciencedirect.com/science/article/pii/S0929119923001517,none,"Drienko, J., Khorsand, B",2,ok,journal_article,2.706,Q1,ANU RSA/RSFAS profile page,,"Drienko, J., Khorsand, B., 2023. Dividend hibernation and future earnings: When no dividend news is good news. Journal of Corporate Finance 83, 102502."
Jo Drienko,https://rsfas.anu.edu.au/people/jo-drienko,A review of the return-illiquidity relationship,Critical Finance Review,2019,,,https://www.nowpublishers.com/article/Details/CFR-0052,none,"Drienko, J., Smith, T., von Reibnitz, A",3,ok,journal_article,6.838,Q1,ANU RSA/RSFAS profile page,,"Drienko, J., Smith, T., von Reibnitz, A., 2019. A review of the return-illiquidity relationship. Critical Finance Review 8(1), 127-171."
Jo Drienko,https://rsfas.anu.edu.au/people/jo-drienko,Company responses to exchange queries in real time,Pacific-Basin Finance Journal,2017,,,https://www.sciencedirect.com/science/article/pii/S0927538X16301019?via%3Dihub,none,"Drienko, J., Sault, S.J., von Reibnitz, A",3,ok,journal_article,1.322,Q1,ANU RSA/RSFAS profile page,,"Drienko, J., Sault, S.J., von Reibnitz, A., 2017. Company responses to exchange queries in real time. Pacific-Basin Finance Journal 45, 116-141."
Jo Drienko,https://rsfas.anu.edu.au/people/jo-drienko,The intraday impact of company responses to exchange queries,Journal of Banking and Finance,2013,,,https://www.sciencedirect.com/science/article/abs/pii/S0378426613003427,none,"Drienko, J., Sault, S.J",2,ok,journal_article,1.954,Q1,ANU RSA/RSFAS profile page,,"Drienko, J., Sault, S.J., 2013. The intraday impact of company responses to exchange queries. Journal of Banking and Finance 37(12), 4810-4819."
Jo Drienko,https://rsfas.anu.edu.au/people/jo-drienko,The impact of company responses to exchange queries on the Australian equity market,Accounting and Finance,2011,10.1111/j.1467-629X.2010.00372.x,0810-5391,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-629X.2010.00372.x,none,"Drienko, J., Sault, S.J",2,ok,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Drienko, J., Sault, S.J., 2011. The impact of company responses to exchange queries on the Australian equity market. Accounting and Finance 51(4), 923-945."
Chao Gao,https://rsfas.anu.edu.au/people/chao-gao,Fund Selection and Style Allocation Abilities: Evidence from Funds of Hedge Funds’ Holdings,Financial Management,,,,,none,Tim Haight and Chengdong Yin,2,ok,journal_article,3.477,Q1,ANU RSA/RSFAS profile page,,"“Fund Selection and Style Allocation Abilities: Evidence from Funds of Hedge Funds’ Holdings” (with Tim Haight and Chengdong Yin), Forthcoming, Financial Management"
Chao Gao,https://rsfas.anu.edu.au/people/chao-gao,Anticipating Uncertainty: Straddles Around Earnings Announcements,Journal of Financial and Quantitative Analysis,2018,,,,none,Yuhang Xing and Xiaoyan Zhang,2,ok,journal_article,4.404,Q1,ANU RSA/RSFAS profile page,,"“Anticipating Uncertainty: Straddles Around Earnings Announcements” (with Yuhang Xing and Xiaoyan Zhang), Vol 53, Issue 6, 2018, Journal of Financial and Quantitative Analysis"
Chao Gao,https://rsfas.anu.edu.au/people/chao-gao,Investment Performance of Credit Risk Transfer Securities (CRTs): The Early Evidence,Journal of Fixed Income,2018,,,,none,John J. McConnell,1,ok,journal_article,0.611,Q2,ANU RSA/RSFAS profile page,,"“Investment Performance of Credit Risk Transfer Securities (CRTs): The Early Evidence” (with John J. McConnell), Vol 28, Issue 2, Fall 2018, Journal of Fixed Income"
Lin Hu,https://rsfas.anu.edu.au/people/lin-hu,Electoral Accountability and Selection with Personalized Information Aggregation,Games and Economic Behavior,2023,,,,none,Anqi Li,1,ok,journal_article,1.11,Q1,ANU RSA/RSFAS profile page,,Electoral Accountability and Selection with Personalized Information Aggregation. (with Anqi Li) Games and Economic Behavior. 2023
Lin Hu,https://rsfas.anu.edu.au/people/lin-hu,The Politics of News Personalization,Journal of Political Economy Microeconomics,2023,,,,none,Anqi Li and Ilya Segal,2,ok,journal_article,,,ANU RSA/RSFAS profile page,,The Politics of News Personalization. (with Anqi Li and Ilya Segal) Journal of Political Economy Microeconomics . 2023
Lin Hu,https://rsfas.anu.edu.au/people/lin-hu,Competition and Distortion: A Theory of Information Bias on the Peer-to-Peer Lending Market,Information Systems Research,2021,,,,none,"Zhenhua Wu, Zhijie Lin and Yong Tan",3,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Competition and Distortion: A Theory of Information Bias on the Peer-to-Peer Lending Market. (with Zhenhua Wu, Zhijie Lin and Yong Tan) Information Systems Research . 2021"
Dean Katselas,https://rsfas.anu.edu.au/people/dean-katselas,Insider trading footprints: An empirical look at detected cases in Australia,International Review of Finance,2025,,,,none,"Katselas, D. and Osborne, S",2,ok,journal_article,0.636,Q2,ANU RSA/RSFAS profile page,,"Katselas, D. and Osborne, S. (2025), Insider trading footprints: An empirical look at detected cases in Australia. International Review of Finance, forthcoming ."
Dean Katselas,https://rsfas.anu.edu.au/people/dean-katselas,"A portfolio-level, sum-of-the-parts approach to return predictability",Journal of Empirical Finance,2024,,,,none,,1,low - no coauthor text found,journal_article,1.139,Q1,ANU RSA/RSFAS profile page,,"Xu, H., Katselas, D. and Drienko, J. (2024), ""A portfolio-level, sum-of-the-parts approach to return predictability"", Journal of Empirical Finance , forthcoming."
Dean Katselas,https://rsfas.anu.edu.au/people/dean-katselas,Strategic Insider Trading around Earnings Announcements in Australia,Accounting & Finance,2020,,,,none,,1,low - no coauthor text found,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Katselas, D. (2020) ""Strategic Insider Trading around Earnings Announcements in Australia"", Accounting & Finance , Vol 60(4), pp. 3709 - 3741."
Dean Katselas,https://rsfas.anu.edu.au/people/dean-katselas,Independently Certiﬁed Industry-speciﬁc Disclosures to the Capital Market: The JORC Code in the Australian Mining Industry,Abacus,2019,,,,none,,1,low - no coauthor text found,journal_article,0.762,Q2,ANU RSA/RSFAS profile page,,"Katselas, D., Sidhu, B.K., Smith, T., and Yu, C. (2019), ""Independently Certiﬁed Industry-speciﬁc Disclosures to the Capital Market: The JORC Code in the Australian Mining Industry"", Abacus , Vol 55(1), pp. 128-179."
Dean Katselas,https://rsfas.anu.edu.au/people/dean-katselas,Know your industry: The Implications of using Static Classifications in Financial Research,Accounting and Finance,2017,,,,none,,1,low - no coauthor text found,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Katselas, D., Sidhu, B., and Yu, C. (2017) “Know your industry: The Implications of using Static Classifications in Financial Research” Accounting and Finance , Vol 59(2), pp. 1131-1162."
Dean Katselas,https://rsfas.anu.edu.au/people/dean-katselas,Adoption of International Financial Reporting Standards and the Cost of Adverse Selection,Accounting and Finance,2018,,,,none,,1,low - no coauthor text found,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Katselas, D. and Rosov. S. (2018) ""Adoption of International Financial Reporting Standards and the Cost of Adverse Selection"", Accounting and Finance , Vol 58(4), pp. 1141-1168."
Dean Katselas,https://rsfas.anu.edu.au/people/dean-katselas,Insider Trading in Australia: Contrarianism and Future Performance,Pacific-Basin Finance Journal,2018,,,,none,,1,low - no coauthor text found,journal_article,1.322,Q1,ANU RSA/RSFAS profile page,,"Katselas, D. (2018) “Insider Trading in Australia: Contrarianism and Future Performance”, Pacific-Basin Finance Journal . Vol. 48 (April), pp. 112-128."
Dean Katselas,https://rsfas.anu.edu.au/people/dean-katselas,Merging Time-Series Australian Data Across Databases: Challenges and Solutions,Accounting and Finance,2016,,,,none,,1,low - no coauthor text found,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Katselas, D., Sidhu, B., and Yu, C. (2016) “Merging Time-Series Australian Data Across Databases: Challenges and Solutions”, Accounting and Finance , Vol. 56(4), pp. 1071 – 1095. Winner of the AFAANZ Best Manuscript Award 2016."
