Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
301;21100979264;"Public Finance Quarterly";journal;"20648278, 0031496X";"Corvinus University of Budapest";No;No;0,159;Q4;9;32;148;966;73;131;0,49;30,19;45,83;0;Hungary;Eastern Europe;"Corvinus University of Budapest";"2019-2025";"Finance (Q4); Public Administration (Q4)";"Economics, Econometrics and Finance; Social Sciences"
302;21101147596;"Zeszyty Teoretyczne Rachunkowosci";journal;"2391677X, 16414381";"Scientific Council of the Accountants Association in Poland";Yes;No;0,159;Q4;7;46;128;1783;94;118;0,68;38,76;64,00;0;Poland;Eastern Europe;"Scientific Council of the Accountants Association in Poland";"2022-2025";"Accounting (Q4); Business, Management and Accounting (miscellaneous) (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
303;21100842827;"Bank i Kredyt";journal;"01375520";"Narodowy Bank Polski";No;No;0,158;Q4;6;29;85;1603;31;85;0,47;55,28;23,81;0;Poland;Eastern Europe;"Narodowy Bank Polski";"2017-2025";"Finance (Q4)";"Economics, Econometrics and Finance"
304;21100275828;"Comptabilite Controle Audit";journal;"12622788";"Francophone Association of Accounting";No;No;0,156;Q4;14;0;18;0;9;18;0,40;0,00;0,00;0;France;Western Europe;"Francophone Association of Accounting";"2012-2024";"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
305;21100840076;"Journal of Economic Development";journal;"02548372";"Economic Research Institute of Chung-Ang University";Yes;No;0,156;Q4;12;24;83;920;40;83;0,45;38,33;29,41;0;South Korea;Asiatic Region;"Economic Research Institute of Chung-Ang University";"2017-2025";"Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
306;21100464774;"Journal of Operational Risk";journal;"17446740, 17552710";"Incisive Media Ltd.";No;No;0,156;Q4;15;17;49;1030;35;49;0,59;60,59;31,43;0;United Kingdom;Western Europe;"Incisive Media Ltd.";"2011-2025";"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
307;17500154910;"Afro-Asian Journal of Finance and Accounting";journal;"17516455, 17516447";"Inderscience Enterprises Ltd";No;No;0,155;Q4;17;37;120;2324;76;120;0,67;62,81;36,49;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2008-2026";"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
308;21100200807;"International Journal of Monetary Economics and Finance";journal;"17520487, 17520479";"Inderscience";No;No;0,155;Q4;17;32;98;1369;63;97;0,49;42,78;28,57;0;Switzerland;Western Europe;"Inderscience";"2007-2025";"Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
309;21100396507;"Algorithmic Finance";journal;"21576203, 21585571";"SAGE Publications Ltd";No;No;0,154;Q4;14;0;9;0;10;9;2,00;0,00;0,00;0;Netherlands;Western Europe;"SAGE Publications Ltd";"2011-2023";"Computational Mathematics (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4); Finance (Q4)";"Computer Science; Economics, Econometrics and Finance; Mathematics"
310;21101042951;"Estonian Discussions on Economic Policy";journal;"22281878, 17365597";"Federation of State Medical Boards";Yes;Yes;0,152;Q4;3;17;87;296;14;67;0,26;17,41;32,14;0;United States;Northern America;"Federation of State Medical Boards";"2019-2025";"Development (Q4); Economics and Econometrics (Q4); Finance (Q4); Public Administration (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
311;16164;"Review of Pacific Basin Financial Markets and Policies";journal;"17936705, 02190915";"World Scientific";No;No;0,149;Q4;23;31;94;1720;59;93;0,45;55,48;41,11;0;Singapore;Asiatic Region;"World Scientific";"2003-2026";"Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
312;21101021921;"Journal of Property Tax Assessment and Administration";journal;"15483606, 13571419";"International Association of Assessing Officers";No;No;0,147;Q4;5;6;23;227;16;23;0,20;37,83;14,29;0;United States;Northern America;"International Association of Assessing Officers";"2019-2025";"Law (Q3); Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
313;21100896203;"Finance India";journal;"09703772";"Indian Institute of Finance";No;No;0,145;Q4;9;49;190;2367;64;190;0,43;48,31;36,67;0;India;Asiatic Region;"Indian Institute of Finance";"2018-2025";"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
314;21100217635;"International Insolvency Review";journal;"10991107, 11800518";"John Wiley and Sons Ltd";No;No;0,142;Q4;12;36;68;30;53;59;0,77;0,83;42,11;1;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1990-1991, 1993-2026";"Finance (Q4); Law (Q4)";"Economics, Econometrics and Finance; Social Sciences"
315;21100258758;"African Finance Journal";journal;"16059786";"";No;No;0,141;Q4;8;8;26;660;20;26;0,71;82,50;19,05;0;South Africa;Africa;"";"2013-2025";"Finance (Q4)";"Economics, Econometrics and Finance"
316;21101393337;"Iranian Journal of Accounting, Auditing and Finance";journal;"27174131, 25886142";"Ferdowsi University of Mashhad";No;No;0,141;Q4;4;40;83;1901;37;83;0,51;47,53;12,20;0;Iran;Middle East;"Ferdowsi University of Mashhad";"2022-2026";"Accounting (Q4); Artificial Intelligence (Q4); Business, Management and Accounting (miscellaneous) (Q4); Finance (Q4); Information Systems and Management (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Economics, Econometrics and Finance"
317;21101026989;"International Real Estate Review";journal;"21548919";"Global Social Science Institute";No;No;0,139;Q4;20;11;63;460;22;61;0,24;41,82;33,33;0;United States;Northern America;"Global Social Science Institute";"1998-2025";"Accounting (Q4); Demography (Q4); Economics and Econometrics (Q4); Finance (Q4); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
318;21100890298;"Journal of the Australasian Tax Teachers Association";journal;"1832911X";"Australasian Tax Teachers' Association";Yes;No;0,134;Q4;6;11;22;562;8;18;0,25;51,09;62,50;0;Australia;Pacific Region;"Australasian Tax Teachers' Association";"2018-2025";"Accounting (Q4); Finance (Q4); Law (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
319;21101303302;"Beta";journal;"15043134";"Scandinavian University Press";No;No;0,133;Q4;2;4;17;288;7;16;0,20;72,00;50,00;0;Norway;Western Europe;"Scandinavian University Press";"2021-2025";"Accounting (Q4); Business, Management and Accounting (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
320;21100892595;"World Scientific Series in Finance";book series;"20101082";"World Scientific";No;No;0,133;Q4;3;0;53;0;0;1;0,00;0,00;0,00;0;Singapore;Asiatic Region;"World Scientific";"2018-2024";"Finance (Q4)";"Economics, Econometrics and Finance"
321;21100466834;"Journal of Risk Model Validation";journal;"17539587, 17539579";"Incisive Media Ltd.";No;No;0,127;Q4;11;12;45;696;21;45;0,55;58,00;37,50;0;United Kingdom;Western Europe;"Incisive Media Ltd.";"2012-2026";"Applied Mathematics (Q4); Economics and Econometrics (Q4); Finance (Q4); Modeling and Simulation (Q4)";"Economics, Econometrics and Finance; Mathematics"
322;21100893272;"Lecturas de Economia";journal;"23230622, 01202596";"Universidad de Antioquia";Yes;Yes;0,125;Q4;10;15;67;437;21;66;0,41;29,13;27,27;0;Colombia;Latin America;"Universidad de Antioquia";"2005-2026";"Business, Management and Accounting (miscellaneous) (Q4); Economics and Econometrics (Q4); Finance (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
323;21100238636;"ATA Journal of Legal Tax Research";journal;"1543866X";"American Accounting Association";No;No;0,124;Q4;4;8;11;281;6;11;0,57;35,13;26,67;0;United States;Northern America;"American Accounting Association";"2011-2016, 2018-2025";"Accounting (Q4); Finance (Q4); Law (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
324;19500157308;"Zeitschrift fur die gesamte Versicherungswissenschaft";journal;"00442585, 18659748";"Duncker und Humblot GmbH";Yes;Yes;0,123;Q4;13;14;51;579;15;50;0,17;41,36;27,27;0;Germany;Western Europe;"Duncker und Humblot GmbH";"1979-1996, 2005-2006, 2008-2025";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
325;18300156729;"Applied Econometrics and International Development";journal;"15784487";"Euro-American Association of Economic Development Studies";No;No;0,120;Q4;17;0;51;0;24;51;0,38;0,00;0,00;0;Spain;Western Europe;"Euro-American Association of Economic Development Studies";"2009-2024";"Development (Q4); Economics and Econometrics (Q4); Finance (Q4); Political Science and International Relations (Q4)";"Economics, Econometrics and Finance; Social Sciences"
326;22339;"Nigerian Journal of Economic and Social Studies";journal;"00290092";"Nigerian Economic Society";No;No;0,119;Q4;6;19;53;1117;10;53;0,22;58,79;35,29;0;Nigeria;Africa;"Nigerian Economic Society";"1967, 1974-1977, 1982, 1984-1988, 1992, 1996-2009, 2016-2025";"Economics and Econometrics (Q4); Finance (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
327;15493;"Finance and Development";journal;"01451707, 15645142";"International Monetary Fund";Yes;No;0,118;Q4;41;70;199;72;89;33;0,51;1,03;19,35;0;United States;Northern America;"International Monetary Fund";"1973, 1975-1976, 1978-2025";"Development (Q4); Finance (Q4); Geography, Planning and Development (Q4)";"Economics, Econometrics and Finance; Social Sciences"
328;21100967078;"Journal of Australian Taxation";journal;"14400405, 22086773";"Journal of Australian Taxation Pty Ltd";No;No;0,115;Q4;4;0;31;0;6;25;0,06;0,00;0,00;0;Australia;Pacific Region;"Journal of Australian Taxation Pty Ltd";"2019-2020, 2022-2024";"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
329;29449;"Revue d'Etudes Comparatives Est-Ouest";journal;"03380599";"Presses Universitaires de France";No;No;0,115;Q4;12;6;18;79;3;16;0,13;13,17;75,00;0;France;Western Europe;"Presses Universitaires de France";"1978, 1985, 1996-2022, 2024-2025";"Finance (Q4); Political Science and International Relations (Q4)";"Economics, Econometrics and Finance; Social Sciences"
330;21101085239;"Journal of Management and Business Research";journal;"25214306";"Chinese Management Association";No;No;0,114;Q4;3;6;62;544;9;59;0,08;90,67;60,00;0;Taiwan;Asiatic Region;"Chinese Management Association";"2019-2025";"Business and International Management (Q4); Business, Management and Accounting (miscellaneous) (Q4); Finance (Q4); Marketing (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
331;21100201043;"Banking and Finance Review";journal;"19477945, 19476140";"";No;No;0,111;Q4;8;0;16;0;5;16;0,25;0,00;0,00;0;United States;Northern America;"";"2009-2019, 2021-2024";"Economics and Econometrics (Q4); Finance (Q4)";"Economics, Econometrics and Finance"
332;21100862481;"ACRN Journal of Finance and Risk Perspectives";journal;"23057394";"ACRN Oxford Ltd.";Yes;No;0,109;Q4;9;0;10;0;7;10;0,25;0,00;0,00;0;United Kingdom;Western Europe;"ACRN Oxford Ltd.";"2017-2023";"Accounting (Q4); Business and International Management (Q4); Finance (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
333;21101021168;"Accounting, Finance, Sustainability, Governance and Fraud";book series;"25097881, 25097873";"Springer";No;No;0,105;Q4;12;74;275;2827;143;6;0,33;38,20;0,00;0;Singapore;Asiatic Region;"Springer";"2017-2026";"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
334;21100800043;"Journal of Hospitality Financial Management";journal;"21522790, 10913211";"International Association of Hospitality Financial Management Educators";No;No;0,105;Q4;16;0;17;0;3;15;0,00;0,00;0,00;0;United States;Northern America;"International Association of Hospitality Financial Management Educators";"1997-2022";"Finance (Q4); Strategy and Management (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
335;22601;"Forbes";journal;"00156914";"Forbes Magazine";No;No;0,104;Q4;7;42;214;0;6;157;0,01;0,00;42,11;0;United States;Northern America;"Forbes Magazine";"1978-1981, 1997, 2002, 2005-2011, 2018-2025";"Finance (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
336;21100835686;"Journal of Structured Finance";journal;"23741325, 15519783";"Portfolio Management Research";No;No;0,104;Q4;7;0;45;0;5;37;0,19;0,00;0,00;0;United States;Northern America;"Portfolio Management Research";"2017-2023";"Finance (Q4)";"Economics, Econometrics and Finance"
337;15666;"Banking Law Journal";journal;"00055506";"Sheshunoff Information Services";No;No;0,103;Q4;7;15;41;386;5;35;0,17;25,73;27,59;0;United States;Northern America;"Sheshunoff Information Services";"1996-2012, 2018-2023, 2025";"Business, Management and Accounting (miscellaneous) (Q4); Finance (Q4); Law (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
338;4000152118;"Advances in Financial Economics";book series;"15693732";"Emerald Group Publishing Ltd.";No;No;;-;16;8;7;235;8;0;0,00;29,38;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2001-2005, 2007, 2009, 2011-2015, 2017-2018, 2022, 2025-2026";"Accounting; Economics, Econometrics and Finance (miscellaneous); Finance";"Business, Management and Accounting; Economics, Econometrics and Finance"
339;4800153109;"Advances in Taxation";book series;"10587497";"Emerald Group Publishing Ltd.";No;No;;-;12;9;15;232;4;0;0,27;25,78;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2004, 2006, 2008, 2010, 2012, 2014-2021, 2023-2026";"Business, Management and Accounting (miscellaneous); Finance";"Business, Management and Accounting; Economics, Econometrics and Finance"
340;4100151518;"Advances in the Study of Entrepreneurship, Innovation, and Economic Growth";book series;"10484736";"Emerald Group Publishing Ltd.";No;No;;-;19;11;10;228;5;0;0,50;20,73;50,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2001, 2003-2005, 2007-2011, 2013-2018, 2024-2026";"Business, Management and Accounting (miscellaneous); Finance; Management of Technology and Innovation";"Business, Management and Accounting; Economics, Econometrics and Finance"
341;21101373420;"China Accounting and Finance Review";journal;"23073055";"Emerald Publishing";Yes;No;;-;2;20;0;1504;0;0;0,00;75,20;40,74;0;United Kingdom;Western Europe;"Emerald Publishing";"2025";"Accounting; Business, Management and Accounting (miscellaneous); Economics, Econometrics and Finance (miscellaneous); Finance";"Business, Management and Accounting; Economics, Econometrics and Finance"
342;21101163371;"Financial and Credit Activity: Problems of Theory and Practice (discontinued)";journal;"23064994, 23108770";"Fintech Aliance LLC";Yes;No;;-;17;171;736;5927;838;736;1,26;34,66;55,95;0;Ukraine;Eastern Europe;"Fintech Aliance LLC";"2022-2025";"Accounting; Business, Management and Accounting (miscellaneous); Economics and Econometrics; Finance";"Business, Management and Accounting; Economics, Econometrics and Finance"
343;4100151544;"International Finance Review";book series;"15693767";"Emerald Group Publishing Ltd.";No;No;;-;18;13;13;377;14;0;1,08;29,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2004, 2006-2020, 2024-2026";"Finance";"Economics, Econometrics and Finance"
344;21101278666;"International Journal of Accounting and Economics Studies (discontinued)";journal;"23094508";"Science Publishing Corporation Inc.";No;No;;-;3;484;6;22184;0;6;0,00;45,83;40,36;0;Jordan;Middle East;"Science Publishing Corporation Inc.";"2021-2022, 2024-2025";"Business, Management and Accounting (miscellaneous); Economics and Econometrics; Finance; Marketing";"Business, Management and Accounting; Economics, Econometrics and Finance"
345;21100373226;"International Journal of Economics and Financial Issues (discontinued)";journal;"21464138";"Econjournals";Yes;No;;-;35;177;177;8632;289;177;1,63;48,77;34,55;1;Turkey;Middle East;"Econjournals";"2011-2016, 2019, 2024-2025";"Economics and Econometrics; Economics, Econometrics and Finance (miscellaneous); Finance";"Economics, Econometrics and Finance"
346;21101392302;"Journal of Sustainable Finance and Accounting";journal;"29503701";"Elsevier B.V.";No;No;;-;3;11;0;978;0;0;0,00;88,91;9,52;0;Netherlands;Western Europe;"Elsevier B.V.";"2025";"Accounting; Business, Management and Accounting (miscellaneous); Finance; Renewable Energy, Sustainability and the Environment";"Business, Management and Accounting; Economics, Econometrics and Finance; Energy"
347;4100151543;"Research in Finance";book series;"01963821";"Emerald Group Publishing Ltd.";No;No;;-;11;27;7;618;15;0;2,14;22,89;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2001-2006, 2008-2020, 2023, 2025-2026";"Finance";"Economics, Econometrics and Finance"
